Sample Number,Habit,Species Name,First_Value,Second_Value,Notes
206,Herbs,Anemone deltoidea,18,4,
206,Herbs,Campanula sp.,86,13,
206,Herbs,Clintonia uniflora,1,1,
206,Herbs,Corallorhiza sp.,1,1,
206,Herbs,Galium triflorum,8,7,
206,Herbs,Goodyera oblongifolia,3,2,
206,Herbs,Hieracium albiflorum,7,6,
206,Herbs,Moehringia macrophylla,5,1,
206,Herbs,Orthilia secunda,6,3,
206,Herbs,Osmorhiza berteroi,16,9,
206,Herbs,Packera bolanderi,17,5,
206,Herbs,Phlox adsurgens,14,8,
206,Herbs,Prosartes hookeri,34,18,
206,Herbs,Smilacina sp.,15,4,
206,Herbs,Trientalis latifolia,69,12,
206,Herbs,UNK Grass,35,13,
206,Herbs,UNK Vetch,12,24,
206,Herbs,Vancouveria hexandra,22,10,
206,Herbs,Veratrum insolitum,2,1,
206,Herbs,Viola glabella,2,1,
206,Herbs,Viola sempervirens,16,5,
206,Shrubs,Abies concolor,4,4,
206,Shrubs,Berberis nervosa,54,16,
206,Shrubs,Rosa gymnocarpa,4,4,
207,Herbs,Achlys triphylla,342,25,
207,Herbs,Adenocaulon bicolor,24,12,
207,Herbs,Anemone deltoidea,12,5,
207,Herbs,Apocynum androsaemifolium,1,1,
207,Herbs,Asarum hartwegii,14,8,
207,Herbs,Campanula scouleri,109,11,
207,Herbs,Corallorhiza sp.,0.001,0,
207,Herbs,Galium triflorum,14,7,
207,Herbs,Hieracium albiflorum,34,13,
207,Herbs,Moehringia macrophylla,33,7,
207,Herbs,Orthilia secunda,1,1,
207,Herbs,Osmorhiza berteroi,15,10,
207,Herbs,Packera bolanderi,52,14,
207,Herbs,Phlox adsurgens,42,14,
207,Herbs,Prosartes hookeri,15,8,
207,Herbs,Smilacina sp.,22,5,
207,Herbs,Trientalis latifolia,100,13,
207,Herbs,UNK Grass,54,16,
207,Herbs,Vancouveria hexandra,29,9,
207,Herbs,Veratrum insolitum,1,1,
207,Herbs,Vetch,133,22,
207,Herbs,Viola glabella,1,1,
207,Herbs,Viola sempervirens,19,4,
207,Herbs,Whipplea modesta,1,1,
207,Shrubs,Abies concolor,1,1,
207,Shrubs,Berberis nervosa,14,7,
207,Shrubs,Rosa gymnocarpa,11,5,
207,Shrubs,Rubus nivalis,1,1,
207,Shrubs,Rubus ursinus,1,1,
208,Herbs,Achlys triphylla,527,24,
208,Herbs,Actaea rubra,1,1,
208,Herbs,Adenocaulon bicolor,31,12,
208,Herbs,Anemone deltoidea,45,13,
208,Herbs,Apocynum androsaemifolium,2,2,
208,Herbs,Asarum hartwegii,4,4,
208,Herbs,Campanula sp.,75,9,
208,Herbs,Chimaphila umbellata,7,5,
208,Herbs,Clintonia uniflora,13,4,
208,Herbs,Corallorhiza sp.,1,1,
208,Herbs,Galium triflorum,8,6,
208,Herbs,Goodyera oblongifolia,5,3,
208,Herbs,Hieracium albiflorum,26,6,
208,Herbs,Orthilia secunda,6,3,
208,Herbs,Osmorhiza berteroi,16,9,
208,Herbs,Packera bolanderi,24,7,
208,Herbs,Pedicularis racemosa,1,1,
208,Herbs,Phlox adsurgens,43,12,
208,Herbs,Prosartes hookeri,15,9,
208,Herbs,Smilacina sp.,23,7,
208,Herbs,Tiarella trifoliata ssp. unifoliata,26,7,
208,Herbs,Trientalis latifolia,52,9,
208,Herbs,Trillium ovatum,5,5,
208,Herbs,UNK Grass,37,13,
208,Herbs,Vancouveria hexandra,24,9,
208,Herbs,Veratrum insolitum,0.001,0,
208,Herbs,Vetch,150,22,
208,Herbs,Viola glabella,6,4,
208,Herbs,Viola sempervirens,50,8,
208,Shrubs,Berberis nervosa,75,18,
208,Shrubs,Rosa gymnocarpa,7,6,
208,Shrubs,Rubus nivalis,3,2,
208,Shrubs,Vaccinium membranaceum,3,3,
209,Herbs,Achlys triphylla,101,17,
209,Herbs,Adenocaulon bicolor,35,10,
209,Herbs,Asarum hartwegii,6,2,
209,Herbs,Campanula scouleri,282,19,
209,Herbs,Clintonia uniflora,15,5,
209,Herbs,Collomia heterophylla,1,1,
209,Herbs,Fragaria vesca,8,5,
209,Herbs,Galium triflorum,7,5,
209,Herbs,Hieracium albiflorum,34,9,
209,Herbs,Iris chrysophylla,6,1,
209,Herbs,Listera caurina,0.001,0,
209,Herbs,Moehringia macrophylla,127,11,
209,Herbs,Osmorhiza berteroi,1,1,
209,Herbs,Phacelia corymbosa,0.001,0,
209,Herbs,Phlox adsurgens,31,9,
209,Herbs,Prosartes hookeri,15,9,
209,Herbs,Pteridium aquilinum var. pubescens,9,5,
209,Herbs,Pyrola picta,1,1,
209,Herbs,Smilacina sp.,21,7,
209,Herbs,Tiarella trifoliata ssp. unifoliata,2,1,
209,Herbs,Trientalis latifolia,18,5,
209,Herbs,Trillium ovatum,1,1,
209,Herbs,UNK Grass,22,8,
209,Herbs,Vancouveria hexandra,49,12,
209,Herbs,Vicia americana,18,5,
209,Herbs,Viola glabella,18,9,
209,Herbs,Whipplea modesta,45,5,
209,Shrubs,Abies concolor,3,3,
209,Shrubs,Berberis nervosa,17,6,
209,Shrubs,Rubus ursinus,8,5,
210,Herbs,Achlys triphylla,35,8,
210,Herbs,Adenocaulon bicolor,5,5,
210,Herbs,Apocynum androsaemifolium,1,1,
210,Herbs,Campanula scouleri,23,18,
210,Herbs,Cephalanthera austiniae,0.001,0,
210,Herbs,Chimaphila menziesii,7,5,
210,Herbs,Corallorhiza sp.,0.001,0,
210,Herbs,Festuca subuliflora,0.001,0,
210,Herbs,Galium triflorum,15,7,
210,Herbs,Goodyera oblongifolia,4,4,
210,Herbs,Hieracium albiflorum,17,8,
210,Herbs,Listera caurina,1,1,
210,Herbs,Melica subulata,0.001,0,
210,Herbs,Moehringia macrophylla,83,14,
210,Herbs,Nemophila parviflora,0.001,0,
210,Herbs,Orthilia secunda,1,1,
210,Herbs,Osmorhiza berteroi,1,1,
210,Herbs,Phlox adsurgens,61,15,
210,Herbs,Prosartes hookeri,27,10,
210,Herbs,Pyrola picta,0.001,0,
210,Herbs,Smilacina sp.,16,3,
210,Herbs,Trientalis latifolia,40,4,
210,Herbs,UNK Grass,21,10,
210,Herbs,Vancouveria hexandra,7,2,
210,Herbs,Viola glabella,12,3,
210,Shrubs,Abies concolor,3,1,
210,Shrubs,Pseudotsuga menziesii var. menziesii,2,2,
211,Herbs,Achlys triphylla,62,8,
211,Herbs,Adenocaulon bicolor,69,9,
211,Herbs,Anemone deltoidea,9,5,
211,Herbs,Apocynum androsaemifolium,1,1,
211,Herbs,Asarum hartwegii,5,2,
211,Herbs,Campanula scouleri,24,17,
211,Herbs,Chimaphila menziesii,3,2,
211,Herbs,Clintonia uniflora,25,6,
211,Herbs,Corallorhiza sp.,5,4,
211,Herbs,Galium triflorum,20,6,
211,Herbs,Goodyera oblongifolia,2,1,
211,Herbs,Hieracium albiflorum,19,6,
211,Herbs,Iris chrysophylla,11,3,
211,Herbs,Moehringia macrophylla,74,11,
211,Herbs,Nemophila parviflora,1,1,
211,Herbs,Orthilia secunda,1,1,
211,Herbs,Osmorhiza berteroi,7,5,
211,Herbs,Packera bolanderi,1,1,
211,Herbs,Phlox adsurgens,52,15,
211,Herbs,Prosartes hookeri,75,19,
211,Herbs,Pyrola picta,3,3,
211,Herbs,Smilacina sp.,21,7,
211,Herbs,Trientalis latifolia,16,3,
211,Herbs,UNK Grass,30,10,
211,Herbs,Vancouveria hexandra,39,7,
211,Herbs,Vicia americana,10,2,
211,Herbs,Viola glabella,5,3,
211,Herbs,Viola sheltonii,4,2,
211,Shrubs,Abies concolor,1,1,
211,Shrubs,Pseudotsuga menziesii var. menziesii,2,2,
212,Herbs,Achlys triphylla,36,2,
212,Herbs,Actaea rubra,1,1,
212,Herbs,Adenocaulon bicolor,32,11,
212,Herbs,Anemone deltoidea,21,4,
212,Herbs,Apocynum androsaemifolium,2,2,
212,Herbs,Asarum hartwegii,1,1,
212,Herbs,Campanula scouleri,269,11,
212,Herbs,Chimaphila menziesii,2,2,
212,Herbs,Clintonia uniflora,11,4,
212,Herbs,Corallorhiza sp.,2,1,
212,Herbs,Fragaria vesca,10,5,
212,Herbs,Galium triflorum,29,9,
212,Herbs,Hieracium albiflorum,8,7,
212,Herbs,Iris chrysophylla,10,1,
212,Herbs,Lathyrus polyphyllus,33,8,
212,Herbs,Mitella diversifolia,1,1,
212,Herbs,Moehringia macrophylla,114,13,
212,Herbs,Nemophila parviflora,1,1,
212,Herbs,Orthilia secunda,1,1,
212,Herbs,Osmorhiza berteroi,36,12,
212,Herbs,Packera bolanderi,13,5,
212,Herbs,Phacelia corymbosa,3,1,
212,Herbs,Phlox adsurgens,41,9,
212,Herbs,Prosartes hookeri,20,9,
212,Herbs,Smilacina sp.,9,3,
212,Herbs,Trientalis latifolia,5,2,
212,Herbs,UNK Grass,83,19,
212,Herbs,Vicia americana,32,4,
212,Herbs,Viola sempervirens,1,1,
212,Shrubs,Abies concolor,2,2,
212,Shrubs,Ribes viscosissimum,5,4,
212,Shrubs,Rosa gymnocarpa,2,2,
213,Herbs,Achlys triphylla,0.001,0,
213,Herbs,Adenocaulon bicolor,112,14,
213,Herbs,Apocynum androsaemifolium,14,7,
213,Herbs,Campanula scouleri,67,6,
213,Herbs,Cephalanthera austiniae,1,1,
213,Herbs,Chimaphila umbellata,41,10,
213,Herbs,Corallorhiza sp.,2,1,
213,Herbs,Fragaria vesca,3,2,
213,Herbs,Galium triflorum,1,1,
213,Herbs,Hieracium albiflorum,39,7,
213,Herbs,Iris chrysophylla,26,6,
213,Herbs,Madia madioides,0.001,0,"Whittaker used Anisocarpus madioides, but Fred Hrusa says this is incredibly unlikely and should be Madia madioides.  We changed names."
213,Herbs,Moehringia macrophylla,62,7,
213,Herbs,Penstemon anguineus,0.001,0,
213,Herbs,Phlox adsurgens,35,13,
213,Herbs,Prosartes hookeri,2,2,
213,Herbs,Pterospora andromedea,0.001,0,
213,Herbs,Pyrola picta,1,1,
213,Herbs,Symphoricarpos sp.,3,2,
213,Herbs,UNK Grass,40,8,
213,Herbs,Vancouveria hexandra,6,2,
213,Herbs,Viola sempervirens,59,11,
213,Herbs,Whipplea modesta,108,6,
213,Shrubs,Abies concolor,1,1,
213,Shrubs,Berberis nervosa,12,8,
213,Shrubs,Holodiscus discolor,1,1,
213,Shrubs,Pseudotsuga menziesii var. menziesii,1,1,
213,Shrubs,Rosa gymnocarpa,3,2,
213,Shrubs,Rubus ursinus,7,6,
214,Herbs,Achlys triphylla,118,16,
214,Herbs,Actaea rubra,1,1,
214,Herbs,Adenocaulon bicolor,3,3,
214,Herbs,Anemone deltoidea,18,7,
214,Herbs,Asarum hartwegii,13,9,
214,Herbs,Campanula sp.,50,6,
214,Herbs,Chimaphila menziesii,8,4,
214,Herbs,Chimaphila umbellata,3,1,
214,Herbs,Circaea alpina ssp. pacifica,12,1,
214,Herbs,Fragaria vesca,9,5,
214,Herbs,Galium triflorum,33,14,
214,Herbs,Goodyera oblongifolia,36,12,
214,Herbs,Hieracium albiflorum,1,1,
214,Herbs,Listera caurina,4,1,
214,Herbs,Mitella diversifolia,7,4,
214,Herbs,Moehringia macrophylla,10,3,
214,Herbs,Orthilia secunda,1,1,
214,Herbs,Osmorhiza berteroi,26,13,
214,Herbs,Phlox adsurgens,30,10,
214,Herbs,Prosartes hookeri,3,3,
214,Herbs,Pteridium aquilinum var. pubescens,4,3,
214,Herbs,Smilacina sp.,88,15,
214,Herbs,Tiarella trifoliata ssp. unifoliata,4,1,
214,Herbs,Trientalis latifolia,102,16,
214,Herbs,Trillium ovatum,5,4,
214,Herbs,UNK Grass,24,11,
214,Herbs,Vancouveria hexandra,10,4,
214,Herbs,Viola glabella,12,10,
214,Shrubs,Berberis nervosa,6,3,
214,Shrubs,Corylus cornuta,2,2,
214,Shrubs,Pseudotsuga menziesii var. menziesii,1,1,
214,Shrubs,Rosa gymnocarpa,2,1,
214,Shrubs,Rubus parviflorus,2,1,
214,Shrubs,Rubus ursinus,7,7,
215,Herbs,Adenocaulon bicolor,92,16,
215,Herbs,Anemone deltoidea,2,1,
215,Herbs,Asarum hartwegii,1,1,
215,Herbs,Campanula scouleri,126,13,
215,Herbs,Circaea alpina ssp. pacifica,196,12,
215,Herbs,Clintonia uniflora,8,2,
215,Herbs,Fragaria vesca,4,4,
215,Herbs,Galium triflorum,26,13,
215,Herbs,Goodyera oblongifolia,5,2,
215,Herbs,Hieracium albiflorum,9,6,
215,Herbs,Listera caurina,12,4,
215,Herbs,Mitella diversifolia,25,9,
215,Herbs,Moehringia macrophylla,17,2,
215,Herbs,Nemophila parviflora,18,4,
215,Herbs,Osmorhiza berteroi,38,18,
215,Herbs,Packera bolanderi,29,6,
215,Herbs,Prosartes hookeri,12,6,
215,Herbs,Pteridium aquilinum var. pubescens,2,2,
215,Herbs,Smilacina sp.,54,18,
215,Herbs,Trientalis latifolia,71,13,
215,Herbs,Trillium ovatum,1,1,
215,Herbs,UNK Grass,13,7,
215,Herbs,Vancouveria hexandra,5,3,
215,Herbs,Vicia americana,2,1,
215,Herbs,Viola glabella,9,5,
215,Shrubs,Ribes viscosissimum,1,1,
216,Herbs,Achlys triphylla,86,11,
216,Herbs,Adenocaulon bicolor,51,11,
216,Herbs,Anemone deltoidea,56,19,
216,Herbs,Campanula scouleri,266,15,
216,Herbs,Chimaphila menziesii,10,4,
216,Herbs,Corallorhiza sp.,1,1,
216,Herbs,Fragaria vesca,3,2,
216,Herbs,Galium triflorum,3,2,
216,Herbs,Hieracium albiflorum,1,1,
216,Herbs,Iris chrysophylla,6,1,
216,Herbs,Lathyrus polyphyllus,29,8,
216,Herbs,Mitella diversifolia,1,1,
216,Herbs,Moehringia macrophylla,101,1,
216,Herbs,Orthilia secunda,2,1,
216,Herbs,Osmorhiza berteroi,3,3,
216,Herbs,Phlox adsurgens,31,11,
216,Herbs,Prosartes hookeri,11,6,
216,Herbs,Pteridium aquilinum var. pubescens,4,2,
216,Herbs,Pyrola picta,2,2,
216,Herbs,Symphoricarpos sp.,5,3,
216,Herbs,Trientalis latifolia,2,1,
216,Herbs,UNK Grass,15,6,
216,Herbs,Vancouveria hexandra,17,3,
216,Herbs,Vicia americana,18,3,
216,Herbs,Viola glabella,2,1,
216,Shrubs,Abies concolor,2,2,
216,Shrubs,Berberis nervosa,14,7,
216,Shrubs,Rubus ursinus,1,1,
217,Herbs,Achlys triphylla,215,16,
217,Herbs,Aconitum columbianum,0.001,0,
217,Herbs,Actaea rubra,8,7,
217,Herbs,Adenocaulon bicolor,62,13,
217,Herbs,Anemone deltoidea,3,0,
217,Herbs,Asarum caudatum,3,2,
217,Herbs,Boykinia major,0.001,0,
217,Herbs,Campanula sp.,102,8,
217,Herbs,Chimaphila menziesii,3,1,
217,Herbs,Clintonia uniflora,19,8,
217,Herbs,Corallorhiza sp.,3,1,
217,Herbs,Galium triflorum,9,5,
217,Herbs,Glyceria striata,0.001,0,
217,Herbs,Goodyera oblongifolia,4,4,
217,Herbs,Listera convallarioides,0.001,0,
217,Herbs,Osmorhiza berteroi,36,14,
217,Herbs,Phlox adsurgens,8,2,
217,Herbs,Platanthera sparsiflora,0.001,0,
217,Herbs,Prosartes hookeri,74,22,
217,Herbs,Smilacina sp.,78,13,
217,Herbs,Tiarella trifoliata ssp. unifoliata,49,10,
217,Herbs,Trientalis latifolia,92,18,
217,Herbs,Trillium ovatum,5,5,
217,Herbs,UNK Grass,13,6,
217,Herbs,Vancouveria hexandra,107,13,
217,Herbs,Viola glabella,6,5,
217,Shrubs,Abies concolor,4,3,
217,Shrubs,Pseudotsuga menziesii var. menziesii,1,1,
217,Shrubs,Rosa gymnocarpa,1,1,
217,Shrubs,Rubus ursinus,1,1,
218,Herbs,Achlys triphylla,109,18,
218,Herbs,Actaea rubra,4,3,
218,Herbs,Anemone deltoidea,31,8,
218,Herbs,Asarum hartwegii,1,1,
218,Herbs,Chimaphila menziesii,30,12,
218,Herbs,Clintonia uniflora,10,2,
218,Herbs,Fragaria vesca,2,2,
218,Herbs,Galium triflorum,3,3,
218,Herbs,Goodyera oblongifolia,11,6,
218,Herbs,Osmorhiza berteroi,5,2,
218,Herbs,Phlox adsurgens,17,8,
218,Herbs,Prosartes hookeri,16,7,
218,Herbs,Pteridium aquilinum var. pubescens,1,1,
218,Herbs,Pyrola picta,1,1,
218,Herbs,Smilacina sp.,23,9,
218,Herbs,Tiarella trifoliata ssp. unifoliata,118,15,
218,Herbs,Trientalis latifolia,54,9,
218,Herbs,Trillium ovatum,3,3,
218,Herbs,Vancouveria hexandra,36,9,
218,Herbs,Viola glabella,12,8,
218,Shrubs,Rosa gymnocarpa,3,2,
218,Shrubs,Rubus ursinus,3,2,
219,Herbs,Achlys triphylla,126,17,
219,Herbs,Actaea rubra,13,8,
219,Herbs,Adenocaulon bicolor,22,6,
219,Herbs,Campanula sp.,110,11,
219,Herbs,Chimaphila menziesii,10,6,
219,Herbs,Clintonia uniflora,31,9,
219,Herbs,Fragaria vesca,4,2,
219,Herbs,Goodyera oblongifolia,1,1,
219,Herbs,Lathyrus polyphyllus,4,2,
219,Herbs,Moehringia macrophylla,4,2,
219,Herbs,Nemophila parviflora,3,1,
219,Herbs,Osmorhiza berteroi,5,5,
219,Herbs,Phlox adsurgens,120,5,
219,Herbs,Prosartes hookeri,45,17,
219,Herbs,Pteridium aquilinum var. pubescens,7,4,
219,Herbs,Smilacina sp.,14,6,
219,Herbs,Tiarella trifoliata ssp. unifoliata,10,3,
219,Herbs,Trientalis latifolia,26,7,
219,Herbs,Trillium ovatum,2,2,
219,Herbs,UNK Grass,5,4,
219,Herbs,Vancouveria hexandra,88,15,
219,Herbs,Vicia americana,3,1,
219,Herbs,Viola glabella,12,8,
219,Herbs,Viola sempervirens,1,1,
219,Shrubs,Berberis nervosa,10,1,
220,Herbs,Achlys triphylla,13,3,
220,Herbs,Actaea rubra,63,19,
220,Herbs,Adenocaulon bicolor,68,13,
220,Herbs,Asarum caudatum,1,1,
220,Herbs,Campanula sp.,152,11,
220,Herbs,Chimaphila menziesii,2,2,
220,Herbs,Circaea alpina ssp. pacifica,6,1,
220,Herbs,Clintonia uniflora,21,5,
220,Herbs,Galium triflorum,12,7,
220,Herbs,Hieracium albiflorum,1,1,
220,Herbs,Hydrophyllum occidentale,2,1,
220,Herbs,Moehringia macrophylla,95,5,
220,Herbs,Nemophila parviflora,6,1,
220,Herbs,Osmorhiza berteroi,8,5,
220,Herbs,Phacelia corymbosa,2,1,
220,Herbs,Phlox adsurgens,6,2,
220,Herbs,Prosartes hookeri,103,17,
220,Herbs,Smilacina sp.,20,6,
220,Herbs,Symphoricarpos sp.,1,1,
220,Herbs,Trientalis latifolia,15,3,
220,Herbs,Trillium ovatum,2,2,
220,Herbs,UNK Grass,30,12,
220,Herbs,Vancouveria hexandra,62,10,
220,Herbs,Veratrum insolitum,1,1,
220,Herbs,Viola glabella,22,10,
220,Shrubs,Abies concolor,1,1,
220,Shrubs,Calocedrus decurrens,1,1,
220,Shrubs,Ribes marshallii,2,1,
220,Shrubs,Ribes viscosissimum,5,3,
220,Shrubs,Rosa gymnocarpa,10,5,
221,Herbs,Actaea rubra,19,9,
221,Herbs,Agastache urticifolia,0.001,0,
221,Herbs,Angelica arguta,2,2,
221,Herbs,Aquilegia formosa,2,1,
221,Herbs,Artemisia douglasiana,29,4,
221,Herbs,Campanula scouleri,145,15,
221,Herbs,Claytonia caroliniana var. lewisii,10,3,
221,Herbs,Collomia heterophylla,3,1,Whittaker had Collomia sp. and merged with C. heterophylla
221,Herbs,Elymus glaucus,0.001,0,
221,Herbs,Epilobium brachycarpum,68,2,
221,Herbs,Erigeron aliceae,18,4,
221,Herbs,Fragaria vesca,4,4,
221,Herbs,Galium triflorum,19,9,
221,Herbs,Hackelia micrantha,7,5,
221,Herbs,Hieracium albiflorum,8,6,
221,Herbs,Hydrophyllum occidentale,10,6,
221,Herbs,Lotus crassifolius,19,7,
221,Herbs,Moehringia macrophylla,78,9,
221,Herbs,Monardella odoratissima ssp. glauca,74,12,
221,Herbs,Nemophila parviflora,13,3,
221,Herbs,Osmorhiza berteroi,10,6,
221,Herbs,Packera bolanderi,1,1,
221,Herbs,Phacelia corymbosa,13,9,
221,Herbs,Phlox adsurgens,12,6,
221,Herbs,Phlox gracilis var. humilis,0.001,0,
221,Herbs,Polygonum phytolaccifolium,1,1,
221,Herbs,Smilacina sp.,7,2,
221,Herbs,Symphoricarpos sp.,27,8,
221,Herbs,Trillium ovatum,2,2,
221,Herbs,UNK Grass,42,14,
221,Herbs,Vicia americana,152,21,
221,Herbs,Viola glabella,1,1,
221,Shrubs,Abies concolor,2,1,
221,Shrubs,Ribes viscosissimum,17,8,
221,Shrubs,Rubus parviflorus,1,1,
221,Shrubs,Rubus ursinus,1,1,
222,Herbs,Actaea rubra,9,5,
222,Herbs,Adenocaulon bicolor,16,2,
222,Herbs,Angelica arguta,1,1,
222,Herbs,Campanula sp.,214,12,
222,Herbs,Chimaphila menziesii,7,5,
222,Herbs,Galium triflorum,14,7,
222,Herbs,Hackelia micrantha,1,1,
222,Herbs,Hieracium albiflorum,5,2,
222,Herbs,Hydrophyllum occidentale,3,3,
222,Herbs,Lathyrus polyphyllus,25,8,
222,Herbs,Mitella diversifolia,6,4,
222,Herbs,Moehringia macrophylla,100,12,
222,Herbs,Osmorhiza berteroi,24,14,
222,Herbs,Prosartes hookeri,3,2,
222,Herbs,Pteridium aquilinum var. pubescens,9,7,
222,Herbs,Smilacina sp.,69,13,
222,Herbs,Symphoricarpos sp.,10,5,
222,Herbs,Trillium ovatum,3,3,
222,Herbs,UNK #1,7,2,
222,Herbs,UNK Grass,34,13,
222,Herbs,Vancouveria hexandra,4,1,
222,Herbs,Vicia americana,31,6,
222,Herbs,Viola glabella,4,3,
222,Herbs,Viola sheltonii,2,2,
222,Shrubs,Abies concolor,1,1,
222,Shrubs,Amelanchier alnifolia ssp. semiintegrifolia,3,1,
222,Shrubs,Ribes viscosissimum,10,4,
223,Herbs,Achlys triphylla,15,4,
223,Herbs,Apocynum androsaemifolium,5,2,
223,Herbs,Chimaphila umbellata,4,3,
223,Herbs,Clintonia uniflora,9,1,
223,Herbs,Hieracium albiflorum,5,3,
223,Herbs,Linnaea borealis var. longiflora,181,23,
223,Herbs,Listera caurina,1,1,
223,Herbs,Packera bolanderi,68,18,
223,Herbs,Phlox adsurgens,20,8,
223,Herbs,Smilacina sp.,23,8,
223,Herbs,Trientalis latifolia,62,16,
223,Herbs,Trillium ovatum,3,3,
223,Herbs,UNK Grasses,3,2,
223,Herbs,Viola glabella,2,2,
223,Herbs,Viola sempervirens,16,6,
223,Herbs,Whipplea modesta,65,14,
223,Shrubs,Acer circinatum,5,4,
223,Shrubs,Acer macrophyllum,1,1,
223,Shrubs,Berberis nervosa,9,5,
223,Shrubs,Corylus cornuta,3,3,
223,Shrubs,Cupressus lawsoniana,1,1,
223,Shrubs,Holodiscus discolor,1,1,
223,Shrubs,Lithocarpus densiflorus,6,5,
223,Shrubs,Paxistima myrsinites,2,2,
223,Shrubs,Pseudotsuga menziesii var. menziesii,24,9,
223,Shrubs,Quercus chrysolepis,2,2,
223,Shrubs,Rosa gymnocarpa,24,10,
223,Shrubs,Rubus ursinus,1,1,
223,Shrubs,Taxus brevifolia,2,2,
223,Shrubs,Vaccinium parvifolium,3,2,
224,Herbs,Achlys triphylla,7,4,
224,Herbs,Anemone deltoidea,2,2,
224,Herbs,Boschniakia strobilacea,1,1,"Whittaker called this Boschniakia hookeri, but Kosloff says that this spp. Is only found along the coast, so we changed them to match B. strobilacea"
224,Herbs,Chimaphila umbellata,22,5,
224,Herbs,Goodyera oblongifolia,6,3,
224,Herbs,Hieracium albiflorum,3,1,
224,Herbs,Linnaea borealis var. longiflora,12,5,
224,Herbs,Lonicera hispidula var. vacillans,7,2,
224,Herbs,Phlox adsurgens,2,2,
224,Herbs,Polystichum munitum,1,1,
224,Herbs,Prosartes hookeri,1,1,
224,Herbs,Pteridium aquilinum var. pubescens,2,2,
224,Herbs,Smilacina sp.,6,1,
224,Herbs,Trientalis latifolia,10,5,
224,Herbs,Trillium ovatum,4,4,
224,Herbs,Vancouveria hexandra,2,2,
224,Shrubs,Berberis nervosa,5,3,
224,Shrubs,Gaultheria shallon,30,24,
224,Shrubs,Holodiscus discolor,1,1,
224,Shrubs,Lithocarpus densiflorus,14,10,
224,Shrubs,Quercus chrysolepis,2,2,
224,Shrubs,Rosa gymnocarpa,4,3,
224,Shrubs,Rubus ursinus,2,1,
224,Shrubs,Taxus brevifolia,1,1,
224,Shrubs,Toxicodendron diversilobum,3,1,
224,Shrubs,Vaccinium parvifolium,4,3,
225,Herbs,Achlys triphylla,68,14,
225,Herbs,Adenocaulon bicolor,2,2,
225,Herbs,Anemone deltoidea,4,2,
225,Herbs,Asarum hartwegii,2,1,
225,Herbs,Galium triflorum,0.001,0,
225,Herbs,Hieracium albiflorum,6,3,
225,Herbs,Iris chrysophylla,2,1,
225,Herbs,Packera bolanderi,2,2,
225,Herbs,Phlox adsurgens,18,8,
225,Herbs,Polystichum munitum,21,14,
225,Herbs,Pteridium aquilinum var. pubescens,7,6,
225,Herbs,Smilacina sp.,2,1,
225,Herbs,Symphoricarpos sp.,16,6,
225,Herbs,Trientalis latifolia,42,10,
225,Herbs,Trillium ovatum,1,1,
225,Herbs,UNK Grasses,7,5,
225,Herbs,Vancouveria hexandra,37,7,
225,Herbs,Viola sempervirens,5,4,
225,Herbs,Whipplea modesta,6,2,
225,Shrubs,Acer circinatum,2,1,
225,Shrubs,Acer macrophyllum,2,2,
225,Shrubs,Berberis nervosa,33,11,
225,Shrubs,Chrysolepis chrysophylla var. chrysophylla,1,1,
225,Shrubs,Gaultheria shallon,15,4,
225,Shrubs,Holodiscus discolor,4,4,
225,Shrubs,Lithocarpus densiflorus,4,4,
225,Shrubs,Pseudotsuga menziesii var. menziesii,3,3,
225,Shrubs,Quercus chrysolepis,1,1,
225,Shrubs,Rosa gymnocarpa,4,2,
225,Shrubs,Rubus parviflorus,7,5,
225,Shrubs,Rubus ursinus,24,9,
226,Herbs,Achlys triphylla,1,1,
226,Herbs,Anemone deltoidea,5,1,
226,Herbs,Apocynum androsaemifolium,1,1,
226,Herbs,Chimaphila menziesii,8,5,
226,Herbs,Chimaphila umbellata,18,5,
226,Herbs,Goodyera oblongifolia,8,5,
226,Herbs,Linnaea borealis var. longiflora,75,17,
226,Herbs,Packera bolanderi,51,14,
226,Herbs,Phlox adsurgens,13,7,
226,Herbs,Polystichum munitum,3,2,
226,Herbs,Prosartes hookeri,1,1,
226,Herbs,Smilacina sp.,3,3,
226,Herbs,Trientalis latifolia,20,8,
226,Herbs,Trillium ovatum,4,3,
226,Herbs,UNK Grasses,3,2,
226,Herbs,Viola sempervirens,31,11,
226,Herbs,Whipplea modesta,56,20,
226,Shrubs,Acer circinatum,1,1,
226,Shrubs,Berberis nervosa,43,11,
226,Shrubs,Corylus cornuta,3,2,
226,Shrubs,Garrya buxifolia,1,1,
